date;vwretd;rf;mprem
2016-05-31;0.01431573;0.00019014006549156193;0.014125589934508439
2016-06-30;0.003110331;0.00017535134568058552;0.0029349796543194145
2016-07-29;0.03877529;0.00015210782910468623;0.03862318217089531
2016-08-31;0.002788718;0.0001985962920354467;0.0025901217079645532
2016-09-30;0.003016973;0.0001563337460368519;0.002860639253963148
2016-10-31;-0.0215942;0.00013520363798624757;-0.02172940363798625
2016-11-30;0.04049072;0.0002535423871006248;0.040237177612899376
2016-12-30;0.01879204;0.00034231153527897185;0.018449728464721028
2017-01-31;0.02219005;0.00039303530313405943;0.02179701469686594
2017-02-28;0.03266432;0.0003575227351797494;0.03230679726482025
2017-03-31;0.002092126;0.0005748867903963006;0.0015172392096036995
2017-04-28;0.009614883;0.0005621979146019918;0.009052685085398008
2017-05-31;0.009335273;0.0006256585740447296;0.00870961442595527
2017-06-30;0.009469612;0.0007144869197726056;0.008755125080227395
2017-07-31;0.02032932;0.0008117758670731501;0.01951754413292685
2017-08-31;0.001589232;0.0009260949844933641;0.000663137015506636
2017-09-29;0.0237333;0.0007991131357805159;0.022934186864219483
2017-10-31;0.01928174;0.0008371537800666573;0.01844458621993334
2017-11-30;0.02730906;0.000919717774118034;0.026389342225881966
2017-12-29;0.01217342;0.001031913398097828;0.011141506601902173
2018-01-31;0.05065686;0.0011272247184368478;0.04952963528156315
2018-02-28;-0.03946393;0.000993388921665339;-0.04045731892166534
2018-03-29;-0.01843439;0.0013580568380555658;-0.019792446838055564
2018-04-30;0.004768502;0.0013748803220796635;0.0033936216779203365
2018-05-31;0.02616928;0.0014661099551254164;0.024703170044874583
2018-06-29;0.005334684;0.001483025563929985;0.003851658436070015
2018-07-31;0.03160318;0.0015972925776586155;0.030005887422341386
2018-08-31;0.030221;0.0016377311612039147;0.028583268838796087
2018-09-28;0.0004459018;0.0017394829734820316;-0.0012935811734820315
2018-10-31;-0.07403179;0.0018159196817624235;-0.07584770968176242
2018-11-30;0.01853506;0.0018836104876460702;0.01665144951235393
2018-12-31;-0.08980669;0.0018834937717022715;-0.09169018377170227
2019-01-31;0.08827558;0.0019641989918151026;0.0863113810081849
2019-02-28;0.0327163;0.0020235886436434924;0.030692711356356504
2019-03-29;0.01297843;0.0020192792046598296;0.01095915079534017
2019-04-30;0.03788197;0.002010662144680042;0.03587130785531996
2019-05-31;-0.06165325;0.0019598939658229675;-0.06361314396582296
2019-06-28;0.0672706;0.001694869357973694;0.0655757306420263
2019-07-31;0.01188153;0.0018794274643512132;0.010002102535648786
2019-08-30;-0.02027148;0.0017393834382608553;-0.022010863438260857
2019-09-30;0.0160241;0.0015019848013813064;0.014522115198618693
2019-10-31;0.01926505;0.0012648020656624848;0.018000247934337514
2019-11-29;0.03497103;0.0013600840095586708;0.03361094599044133
2019-12-31;0.0284477;0.0011800271374220461;0.027267672862577953
